doi,category,clean_abs
10.1117/12.2501427,unknown,"Design weak points that have narrow process window and limits wafer yield, or hotspots, continue to be a major issue in semiconductor photolithography. Resolution enhancement techniques (RET) such as advanced optical proximity correction (OPC) techniques and source mask optimization (SMO) are employed to mitigate these issues. During yield ramp for a given technology node, full-chip lithography simulation, pattern-matching and machine learning are adopted to detect and remedy the weak points from the original design [1], [2]. This is typically an iterative process by which these points are identified in short-loop lithography testing. Design retarget and/or OPC modifications are made to enhance process window until the yield goal is met. This is a high cost and time consuming process that results in a slow yield ramp for existing production nodes and increased time to market (TTM) for new node introduction. Local hotspot correction through mask and wafer harmonization is a method to enhance wafer yield with low cost and short cycle time compared to the iterative method. In this paper, a fast and low cost approach to hotspot correction is introduced. Hotspots were detected on wafer after OPC and characterized by using advanced mask characterization and optimization (AMCO) techniques. Lithographic simulations and AIMS measurement were used to verify the hotspot correction method. Finally, the validity of this new approach was evaluated by process window analysis and circuit probe yield test at wafer."
10.1109/ACCAI58221.2023.10199335,unknown,"Since the evaluation of textile fabric quality is crucial to the success of every textile business, the need for computer-based intelligent visual inspection systems is on the rise. There has been a lot of interest in the study of fabric defect identification as of late due to the increasing labor costs and the increased use of automation in the textile sector. We suggested a structure based on machine learning to identify flaws in fabrics automatically. In this study, we offer an automated AI-based fabric defect identification system that makes use of deep neural network models that have already been trained. The networks are trained using pre-processed, improved versions of the fabric pictures obtained using standard image processing methods. In order to train and categorize various fabric flaws, the LightGBM is combined with a pretrained network, AlexNet. We have also examined how well our categorization model works with varying values of the experimental variables. At long last, a thorough comparison of various methods has been provided."
10.1016/j.energy.2022.125857,unknown,"In this study, the operation characteristics of a 3 kW ORC with automatic control system applied to a chemical plant, as well as the performance prediction and optimization using machine learning methodology, are addressed. The dynamic behaviors for startup, operating and stop stages are discussed. The BP-ORC neural network model is established based on 3400 sets of experimental data, while the prediction accuracy is analyzed based on the errors of the training and test samples. The effects of six operation parameters on system performance are examined, while the bi-objective optimization for maximum thermal efficiency and maximum net output work is investigated. Results indicate that the component response times for startup stage and stop stage are 90s and 300s, respectively. Increasing the mass flow rate, decreasing the expander outlet temperature and increasing the expander inlet temperature ensure a higher net output work, while increasing the expander inlet temperature, decreasing the expander outlet temperature and increasing pump outlet pressure enable a higher thermal efficiency. The optimum net output work and thermal efficiency from Pareto-optimal solution are 2.87 kW and 8.855%, respectively."
10.1007/s00170-024-14403-z,unknown,"Steel, as a crucial material extensively used in various fields, has a critical impact on the determination of the stability and reliability of engineering structures. Nevertheless, because of inevitable factors in manufacturing, transportation, and other processes, steel may exhibit various surface defects during production and handling. To address these defects, the investigation puts forward a resilient machine-learning method for steel surface defect detection based on lightweight convolution. First, to reduce redundant features, complexity, and computational cost, the Spatial and Channel Reconstruction Convolution (ScConv) module is added before the Spatial Pyramid Pooling-Fast (SPPF) within the YOLOv8n’s backbone network. Second, in the Neck layer, lightweight convolution GSConv is used to replace the convolutional modules, and the efficient cross-stage partial network (CSP) module, VoV-GSCSP is substituted for the C2f module to alleviate the model burden while maintaining accuracy. Then, to focus on important information related to the current task, the Coordinate Attention module is added to the Neck layer. Finally, the activation function of YOLOv8n has been swapped for the Leaky Rectified Linear Unit (LeakyReLU) to effectively address issues such as gradient vanishing and overfitting. The method achieved a mean Average Precision (mAP) of 77.7% on the NEU-DET dataset, which is an improvement of 4.7% over the original YOLOv8n. Additionally, the frames per second (FPS) reached 17.36 f/s, representing a 5.79 f/s increase compared to the original YOLOv8n. On the GC10-DET dataset, mAP improves by 5.5%, with a FPS of 15.63 f/s. A plethora of experimentation on both datasets illustrates the method’s robustness, meeting the precision criteria for detecting metal defects."
10.1016/j.microc.2024.110350,unknown,"V.Since pH can alter the biological functions, level of nutrients, wound healing process, and the behavior of chemicals, various healthcare and food industries are showing increased interest in manufacturing low-cost optical pH sensors for meat spoilage detection and wound health monitoring. To meet this demand, we have developed a simple and low-cost machine learning-enabled microneedle-based colorimetric pH sensing patch that can be used for food quality and wound health monitoring applications. The 3D–printed ultrasharp open side channel microneedle array facilitated the autonomous fluid extraction and transportation via surface tension for colorimetric pH sensing. Further, to predict the exact pH value against the obtained color on the pH-test strip, a machine learning model was prepared using experimentally collected different color images obtained from a known pH solution. Furthermore, to make the device user-friendly for older individuals and color-blind individuals, a simple and smartphone-enabled web application was prepared using the developed machine learning model. The proof-of-concept study of the developed patch was demonstrated by determining the pH of real meat samples before and after spoilage and detecting pH in two different skin-mimicking in vitro models (phantom gel and parafilm tape) using a smartphone. The analytical results demonstrated that the developed machine learning-enabled microneedle-based colorimetric pH sensing patch has excellent potential for wound health and food safety applications."
10.1088/2632-2153/ad5fde,unknown,"Published by IOP Publishing Ltd.In this study, we introduce a novel de Bruijn graph (dBG) based framework for feature engineering in biological sequential data such as proteins. This framework simplifies feature extraction by dynamically generating high-quality, interpretable features for traditional AI (TAI) algorithms. Our framework accounts for amino acid substitutions by efficiently adjusting the edge weights in the dBG using a secondary trie structure. We extract motifs from the dBG by traversing the heavy edges, and then incorporate alignment algorithms like BLAST and Smith-Waterman to generate features for TAI algorithms. Empirical validation on TIMP (tissue inhibitors of matrix metalloproteinase) data demonstrates significant accuracy improvements over a robust baseline, state-of-the-art PLM models, and those from the popular GLAM2 tool. Furthermore, our framework successfully identified Glycine and Arginine-rich motifs with high coverage, highlighting it is potential in general pattern discovery."
10.3390/jfb16020053,unknown,"Laser powder bed fusion (LPBF) has emerged as a transformative additive manufacturing technique for fabricating architected cellular metallic structures, offering tailored properties for diverse biomedical applications. These structures are particularly well-suited for bone implants, scaffolds, and other load-bearing medical devices due to their ability to achieve lightweight designs, enhanced mechanical properties, and customized geometries. However, the complex interactions between LPBF process parameters and the resulting structural and mechanical properties pose significant challenges in achieving the precision and reliability required for clinical applications. This review provides a comprehensive analysis of the effects of LPBF process parameters, including laser power, scanning speed, and layer thickness, on key attributes such as dimensional accuracy, density, surface roughness, and microstructure. Their influence on the mechanical performance, including strength, fatigue resistance, and functional properties, is critically examined, with specific attention to biomedical relevance. The impact of lattice design factors, such as topology, unit cell size, and orientation, is also discussed, underscoring their role in optimizing biocompatibility and structural integrity for medical applications. Challenges such as surface defects, geometric inaccuracies, and microstructural inconsistencies are highlighted as key barriers to the broader adoption of LPBF in biomedical fields. Future perspectives focus on advancing LPBF technologies through process optimization and integration with advanced computational tools, such as machine learning, to enable efficient manufacturing of complex, patient-specific architectures. By addressing these challenges, LPBF has the potential to revolutionize the development of next-generation biomaterials, tailored to meet evolving clinical needs and improve patient outcomes."
10.1115/IPC2018-78081,unknown,"Copyright © 2018 ASMEIn-line inspection (ILI) data is commonly used in corrosion growth models (CGMs) to predict the corrosion growth in energy pipelines. A hierarchical stochastic corrosion growth model is considered in this paper which considers the variations in the corrosion growth, both spatially and temporally, the inherent measurement error of the ILI tools as well as the model uncertainties. These uncertainties are represented as unknown model variables and are often inferred using a Bayesian method [1], [2] and samples of the unknown parameters' posterior probability density functions (PDFs) are obtained using Markov Chain Monte Carlo (MCMC) sampling techniques [3]. ILIs can result in massive data sets. In order for MCMC-based inference techniques to yield reasonably accurate results, many samples (approaching infinity) are required. This fact in addition to the massive data sets exponentially increases the scale of the inference problem from an attainable solution to a potentially impossible one that is limited by today's computing power. For this reason, MCMC-based inference techniques can become inefficient in the cases where ILI datasets are large. The objective is to propose variational inference (VI) as an alternative to MCMC to determine a Bayesian solution for the unknown parameters in complex stochastic CGMs. VI produces approximations of the posterior PDFs by treating the inference as an optimization problem. Variational inference emerged from machine learning for Bayesian inference of large data sets; therefore, it is an appropriate tool to use in the analysis of mass pipeline inspection data[4]-[7]. This paper introduces VI to solve the inference problem and provide a solution for a hierarchical stochastic CGM to describe the defect-specific corrosion growth experienced in pipelines based on excessively large ILI datasets. To gauge the accuracy of the VI implementation in the model, the results are compared to a set of values generated using a stochastic gamma process that represents the corrosion growth process experienced by the pipe."
10.1007/s10845-022-02014-y,unknown,"Work-related musculoskeletal disorders are a very impactful problem, both socially and economically, in the manufacturing sector. To control their effect, standardised methods and technologies for ergonomic assessment have been developed. The main technologies used are inertial sensors and vision-based systems. The former are accurate and reliable, but invasive and not affordable for many companies. The latter use machine learning algorithms to detect human pose and assess ergonomic risks. In this paper, using data collecting by reproducing the working environment in LUBE, the major Italian kitchen manufacturer, we propose SPECTRE (Sensor-independent Parallel dEep ConvoluTional leaRning nEtwork): a fully sensor-independent learning model based on convolutional networks to classify postures in the workplace. This system assesses ergonomic risks in major body segments through Deep Learning with a minimal impact. SPECTRE’s performance is evaluated using established metrics for imbalanced data (precision, recall, F1-score and area under the precision-recall curve). Overall, SPECTRE shows good performance and, thanks to an agnostic explainable machine learning method, is able to extrapolate which patterns are significant in the input."
10.1177/2472555217752091,unknown,"DNA-encoded libraries (DELs) have emerged as an efficient and cost-effective drug discovery tool for the exploration and screening of very large chemical space using small-molecule collections of unprecedented size. Herein, we report an integrated automation and informatics system designed to enhance the quality, efficiency, and throughput of the production and affinity selection of these libraries. The platform is governed by software developed according to a database-centric architecture to ensure data consistency, integrity, and availability. Through its versatile protocol management functionalities, this application captures the wide diversity of experimental processes involved with DEL technology, keeps track of working protocols in the database, and uses them to command robotic liquid handlers for the synthesis of libraries. This approach provides full traceability of building-blocks and DNA tags in each split-and-pool cycle. Affinity selection experiments and high-throughput sequencing reads are also captured in the database, and the results are automatically deconvoluted and visualized in customizable representations. Researchers can compare results of different experiments and use machine learning methods to discover patterns in data. As of this writing, the platform has been validated through the generation and affinity selection of various libraries, and it has become the cornerstone of the DEL production effort at Lilly."
10.1109/ICMLC48188.2019.8949234,unknown,"This research is based on fuzzy comprehensive evaluation, and lists the fuzzy rule table for designers to control a scooter, in order to affect smoothness in the product design process of electric scooters for the elderly. Step 1: Use questionnaire survey method to understand the factors considered by the designer in designing the electric scooter for the elderly. Step 2: Establish hierarchical analysis and consider the factor weight set in electric scooter design. Step 3: Establish fuzzy hierarchical analysis, and sum up the evaluation result set, as based on the designer's experience. Step 4: Comprehensively consider the influence of all factors and obtain the judgment result. Step 5: List fuzzy rules as an application method to improve the traditional design of electric scooters for the elderly. This study found that the travel speed showed the greatest influence 24.98% on the set of factors affecting smoothness."
10.1109/ICAC54203.2021.9671186,unknown,"To feed this population, food production should be increased by at least 70%. Developing nations have a vast potential to increase the amount of food produced by doubling the current production. However, the traditional methods of farming are making agriculture unviable and inefficient. The increasing food production needs to be met by double the current level of farming. The conventional of farming is making industry uncompetitive and inefficient. This paper aims to analyze the various factors that affect the implementation of autonomous machinery in agriculture. The development of autonomous machinery for agriculture has emerged as vital step towards achieving this goal. Now a day's farmers are planning their cultivation by finding proper weather and geographical condition on their own experience, but they are failing to cultivate profitable crop and unaware of the diseases that will affect their crops, sometimes these diseases may affect their whole crops and let the farmers to sink in zero profit. Despite these issues plays a major role, there are some other problems also have an impact like, lack of irrigation plans and question of how and where to sell their cultivated crops. By considering these major threats we have planned to propose a solution to some of the selected issues. This can be achieved by applying machine learning algorithm, Image processing and IOT systems. By using our platform farmers will get a chance to plan their yield in a profitable way by using our optimized weather and geographical data."
10.1016/j.ijhydene.2025.04.378,unknown,"The tendency to damage of hydrogen to steel increases the possibility of flammable and explosive gas entering underground engineering significantly. A leakage monitoring method for buried hydrogen-doped natural gas pipeline based on vibration signals with machine learning is proposed. Firstly, the distributed vibration sensor captures the multisource vibration signals propagating in the soil. An optimal combination of wavelet basis functions, decomposition level, and threshold parameters is selected carefully for signal denoising and accurate extraction of leakage-generated signals. Then the characteristics extracted in different frequency bands are investigated with other influencing factors, including the hydrogen-doping ratio, which affects the propagation speed of the pressure wave. The unique characteristics of vibration signal generated by pipeline leakage are extracted. On this basis, combined with the high efficiency of machine learning recognition model, a leakage monitoring model for buried hydrogen-doped natural gas pipeline is established, which achieves a 2.01 % false alarm rate at a maximum positioning distance of 70 cm. It has been successfully applied to the leak detection and location of buried hydrogen-doped natural gas pipelines, which can significantly improve the safety and reliability of underground pipeline system engineering."
10.1109/TASE.2022.3174228,unknown,"In additive manufacturing (AM), final product geometries are often deformed or distorted. The deviations of three-dimensional (3D) shapes from their intended designs can be represented as 2D surfaces in a R3 space, which constitutes a complicated set of data for learning and predicting geometric quality. Patterns of deviation surfaces vary with shape geometries, sizes/volumes, materials, and AM processes. Our previous work has established an engineering-informed convolution framework to learn shape deviation from a small set of training products built with the same material and process. It incorporates the characteristics of the layer-wise shape forming process through a convolution formulation and the size factor for a category of smooth 3D shapes such as domes or cylinders. This study extends this fabrication-aware learning framework to a larger class of products including both smooth and non-smooth surfaces (polyhedral shapes). The key idea of learning heterogeneous deviation surface data under a unified model is to establish the association between the deviation profiles of smooth base shapes and those of non-smooth polyhedral shapes. The association, which is characterized by a novel 3D cookie-cutter function, views polyhedral shapes as being carved out from smooth base shapes. In essence, the AM process of building non-smooth shapes is mathematically decomposed into two steps: additively fabricate smooth base shapes using a convolution learning framework, and then subtract extra materials using a cookie-cutter function. The proposed joint learning framework of shape deviation data reflects this decomposition by adopting a sequential model estimation procedure. The model learning procedure first establishes the convolution model to capture the effects of layer-wise fabrication and sizes, and then estimates the 3D cookie-cutter function to realize geometric differences between smooth and non-smooth shapes. A new Gaussian process model is proposed to consider the spatial correlation among neighboring regions within a 3D shape and across different shapes. The case study demonstrates the feasibility and prospects of prescriptive learning of complex 3D shape deviations in AM and extension to broader engineering surface data. Note to Practitioners - Engineering processes such as 3D printing generate complex shape data in the form of 3D point clouds. Qualification and verification of 3D shapes involves modeling and learning of heterogeneous shape deviation data that are affected by both product geometries and process physics. This study develops an engineering-informed, small-sample machine learning methodology to learn and predict deviations of smooth and non-smooth 3D shapes in a unified modeling framework. The fabrication of a non-smooth 3D shape is mathematically decomposed into the smooth base shape formation and shape difference realization. Both process knowledge and shape geometries are captured in the learning framework. It provides a new data analytical tool for shape engineering in additive manufacturing and beyond."
10.1007/978-3-031-73344-4_53,unknown,"The current emergence of new digital technologies is opening up new prospects for industry, making production more efficient, safer, more flexible and more reliable than ever. Building on initiatives already carried out in various sectors, the application of these technologies to the operation of vitrification processes could make it possible to improve knowledge of processes, optimize their operation, train operators, help with predictive maintenance and assist with process control. The SOSIE project is a collaborative innovative project, which aims at providing an initial proof of concept for the implementation of digital technologies integrating Virtual Reality, Augmented Reality, and Artificial Intelligence. This paper presents the first developments realized in the project, where three kinds of digital twins have been developed on two complementary vitrification processes: first, the “visual” digital twin, based on an immersive and interactive application from reverse-built 3D models, secondly, the “augmented” digital twin, which connects the visual twin to the supervisory PLC and provides real-time feedback of supervisory information;, and thirdly, the “intelligent” digital twin, exploiting databases from operations to train Machine-Learning algorithms and helping predict breakdowns and process drifts."
10.1016/j.procir.2022.05.020,unknown,"Published by Elsevier B.V.In modern industries, there is a significant repository of sensor data, which contains a large amount of information. Unfortunately, this rich source of information is undervalued and underutilized, and its full potential is not fully exploited by modern day manufacturers. In the Industry 4.0 era, exploiting these powerful datasets is becoming critical for manufacturers' survival and competitiveness in the age of artificial intelligence. Cooperative and mutual efforts between academia and the industrial sector to take advantage of these rich datasets have the potential to reap extraordinary benefits for business, the economy and society. Applying the latest artificial intelligence methods could increase production efficiencies and reduce environmental impacts. In view of the availability of large amounts of sensor data and its lack of full utilization, this research proposes an artificial intelligence solution that combines data envelopment analysis (DEA), machine learning-based simulation and genetic algorithms to optimize the efficiency of production systems through recommendations of the optimal model settings. First, DEA is used to identify the efficient and inefficient states of a production system, this information is input to the second step to build a machine learning model that makes predictions through simulations and production efficiency scenarios. Then, a genetic algorithm proposes an optimal scenario with the corresponding settings. The main research contribution of this proposed solution is its unique combination of DEA with machine learning models and genetic algorithms."
10.1109/SKIMA57145.2022.10029567,unknown,"This paper discusses the health monitoring of synchronous generators used in hydropower plants. In recent years, maintenance of generating stations has shifted its focus from preventive maintenance to predictive maintenance. Machine prognosis is a significant part of condition-based maintenance. It intends to monitor and track the time evolution of a fault, so that maintenance can be performed, or the task can be terminated to avoid a catastrophic failure. This paper focuses on the machine learning model for health detection of stator winding of synchronous generator by using stator terminal voltage and stator winding current as input and stator winding temperature as output. More than five years of real-time data of a synchronous generator of Sardikhola hydropower plant in Nepal are collected to predict and present the Adaptive Neuro-Fuzzy Interference System (ANFIS) model. This model predicts faulty data range and healthy data range of stator winding temperature corresponding to stator terminal voltage and current."
10.1021/acs.analchem.4c03466,unknown,"High-performance liquid chromatography (HPLC) remains the gold standard for analyzing and purifying molecular components in solutions. However, developing HPLC methods is material- and time-consuming, so computer-aided shortcuts are highly desirable. In line with the digitalization of process development and the growth of HPLC databases, we propose a data-driven methodology to predict molecule retention factors as a function of mobile phase composition without the need for any new experiments, solely relying on molecular descriptors (MDs) obtained via simplified molecular input line entry system (SMILES) string representations of molecules. This new approach combines: (a) quantitative structure−property relationships (QSPR) using MDs to predict solute-dependent parameters in (b) linear solvation energy relationships (LSER) and (c) linear solvent strength (LSS) theory. We demonstrate the potential of this computational methodology using experimental data for retention factors of small molecules made available by the research community for which the MDs were obtained via SMILES string representations determined by the structural formulas of the molecules. This method can be adopted directly to predict elution times of molecular components; however, in combination with first-principle-based mechanistic transport models, the method can also be employed to optimize HPLC methods in-silico. Both options can reduce the experimental load and accelerate HPLC method development significantly, lowering the time and cost of the drug manufacturing cycle and reducing the time to market. Given the growing number and quality of HPLC databases, the predictive power of this methodology will only increase in the coming years."
10.1039/d3mh00788j,unknown,"Green hydrogen produced via electrochemical water splitting is a suitable candidate to replace emission-intensive fuels. However, the successful widespread adoption of green hydrogen is contingent on the development of low-cost, earth-abundant catalysts. Herein, machine learning models built on experimental data were used to optimize the precursor ratios of hydroxide-based electrocatalysts, with the objective of improving the product's electrocatalytic performance for overall water splitting. The Neural Network-based models were found to be the most effective in predicting and minimizing the overpotentials of the catalysts, reaching a minimum in two iterations. The relatively mild reaction conditions of the synthesis procedure, coupled with its scalability demonstrated herein, renders the optimized catalyst relevant for industrial implementation in the future. The optimized catalyst, characterized to be a molybdate-intercalated CoFe LDH, demonstrated overpotentials of 266 and 272 mV at 10 mA cm−2 for oxygen and hydrogen evolution reactions respectively in alkaline electrolyte, alongside unwavering stability for overall water splitting over 50 h. Overall, our results reflect the efficacy and advantages of machine learning strategies to alleviate the time and labour-intensive nature of experimental optimizations, which can greatly accelerate electrocatalysts research."
10.1109/ICHI.2017.104,unknown,"This tutorial demonstrates the application of a range of process analytics techniques to the study and improvement of clinical care pathways. The past decade has seen increasing interest in care pathway design, documentation and dissemination but formal methods for describing, monitoring and assessing pathways have yet to be established. Outside of healthcare other industries have well established techniques for business processes and there is much scope for translating these to fit the unique nature of healthcare. In particular data analytics, data mining, and machine learning have converged on a set of technologies called process mining which has the potential to lead to a step-change in using e-health record data to mine and manage care pathways. The tutorial presents an iterative method developed with the UK NHS and the Connected Health Cities programme that combines process mining with other process analytics methods including process modeling, process simulation and business process improvement. The session is highly interactive and based on a series of hands-on exercises around a worked example supplemented by case studies of completed work. Links to further study are provided and the aim is encourage further research and build a global community of practice."
10.1051/e3sconf/202561603031,unknown,"A comprehensive review of cyber-physical architectures for DC microgrids is presented, focusing on the integration of deep learning and LoRa technology for secure, efficient, and scalable communication networks. DC microgrids, with their decentralized energy resources and low inertia, face challenges such as real-time monitoring, fault detection, and vulnerability to cyber-attacks. The review highlights the potential of LoRa technology for long-range, low-power communication, ensuring seamless data exchange between distributed components, including renewable energy sources, storage systems, and control units. Deep learning models are explored for their application in predictive maintenance, fault detection, and cyber-attack mitigation, such as false data injection attacks. By integrating these technologies, the review underscores enhanced operational efficiency, robust cybersecurity, and real-time control in DC microgrids. The scalability of such architectures is evaluated, showing suitability for diverse microgrid scales, from residential setups to utility-level implementations. Findings from this review emphasize the synergy between IoT-driven communication networks and machine learning models in addressing energy management and cybersecurity challenges. The paper calls for standardized frameworks and collaborative efforts to further develop and deploy secure, resilient DC microgrid architectures, laying the groundwork for sustainable and efficient energy systems of the future."
10.1007/978-981-96-7499-2_40,unknown,"2026.Emotional intelligence in artificial intelligence is an important and exciting growing field with much potential for assisting human–computer interactions in different domains. Self and others’ emotional awareness are referred to as emotional intelligence and is steadily being deemed paramount to develop technologies in artificial intelligence that will in the end be effective when handling needs and human states. In recent researches, it has been observed that although in real way, AI cannot be so expected to feel like human beings’ simulation does exhibit mimic emotions that add to the enhancement of the user experience and acceptance more so in service-oriented applications Emotional Simulation of Artificial Intelligence. The awareness of the EI is really rising in various organizations in today’s workplaces especially with integration and automation of work using artificial intelligence. Since the roles and responsibilities of human beings working in industries will change due to AI and automation, EI skills will be are important to be applied by the employee’s at all organizational levels. However, machines are good at things that involve rules of logic and therefore getting them to understand and among the limitations of URLs of expressing human feelings, answering to the feelings still remain a problem to be solved in AI. Hence, improving EI becomes something of enormous value to be competent in the new era of jobs."
10.1109/ICUFN.2018.8436973,unknown,"In this paper, we apply the data accumulated through E-IOT platform to machine learning method to find significant variables first and predict the electric power generated in manufacturing process by using these variables. Pre-processing such as resampling of data was carried out before the prediction. In order to select the significant variables, 25 variables were derived using Lasso (least absolute shrinkage and selection operator), one of the machine learning techniques. We used Deep Learning's LSTM technique, one of the field of machine learning for the prediction."
10.1007/s10845-024-02558-1,unknown,"Reconfigurable manufacturing systems represent the most adequate production paradigm due to their ability to meet mass customized needs while ensuring cost-effective flexibilities and performances. However, digital solutions are required to manage these dynamic environments over working shifts and processes’ reconfiguration. In this scenario, this work proposes a layout and task-insensitive cyber-physical architecture to monitor human-centric reconfigurable manufacturing systems. Workers’ motion patterns and industrial resources’ positions are acquired through a radio-frequency-based real-time locating system. These data streams are fed into a machine-learning cyber layer to segment operators’ activities during production cycles into two steps. The first computational stream assigns workers’ motion patterns to industrial resources regardless of the system configuration. The following step distinguishes workers’ operations into value-added and non-value-added. These outputs are stored in a decision support system where customized callback functions develop key performing indicators to monitor the performance of such reconfigurable human-centric environments. The validity of the cyber-physical architecture is demonstrated in an industrial-related pilot environment, involving 40 workers and 8 production set-ups."
10.1063/5.0098632,unknown,"Hydraulic system has been the mainstream choice in large engineering equipment due to its smooth transmission, large bearing capacity, and small volume. However, because of the tightness and invisibility in hydraulic equipment, it is difficult to check and predict its faults. Common fault diagnosis and maintenance methods for the hydraulic system can be divided into two types: a signal analysis based on the mathematical model and a machine learning algorithm based on artificial intelligence. The first method can only diagnose specific faults based on the mathematical model, which is not universal, and the second one must rely on abundant history fault data, which is impossible to obtain in the early running stage. In order to address these questions, a digital twin framework is proposed which combines the virtual model with the real part to solve practical problems. As a concrete realization form of a five-dimension digital twin model, this framework provides a more feasible solution mode for fault diagnosis in the hydraulic system. Meanwhile, it expands the functions of faults prediction and digital model display. A case study of a hydraulic cylinder is used to illustrate the effectiveness of the proposed framework. The experimental result shows that this method can improve diagnosis accuracy for a hydraulic cylinder greatly compared with the non-interactive simulation model. Meanwhile, with the supplement of actual fault data, the diagnosis accuracy can be further improved, which has a certain growth ability and good applicability."
10.2118/203995-MS,unknown,"Copyright 2021, Society of Petroleum Engineers.Sour gas injection operation has been implemented in Tengiz since 2008 and will be expanded as part of a future growth project. Due to limited gas handling capacity, producing wells at high GOR has been a challenge, resulting in potential well shutdowns. The objective of this study was to establish an efficient optimization workflow to improve vertical/areal sweep, thereby maximizing recovery under operation constraints. This will be enabled through conformance control completions that have been installed in many production/injection wells. A Dual-Porosity and Dual-Permeability (DPDK) compositional simulation model with advanced Field Management (FM) logic was used to perform the study. Vertical conformance control was implemented in the model enabling completion control of 4 compartments per well. A model-based optimization workflow was defined to maximize recovery. Objective functions considered were incremental recovery 1) after 5 years, and 2) at the end of concession. Control parameters considered for optimization are 1) injection allocation rate, 2) production allocation rate, 3) vertical completion compartments for injectors and producers. A combination of different optimization techniques e.g., Genetic Algorithm and Machine-Learning sampling method were utilized in an iterative manner. It was quickly realized that due to the number of mixed categorical and continuous control parameters and non-linearity in simulation response, the optimization problem became almost infeasible. In addition, the problem also became more complex with multiple time-varying operational constraints. Parameterization of the control variables, such as schedule and/or FM rules optimization were revisited. One observation from this study was that a hybrid approach of considering schedule-based optimization was the best way to maximize short term objectives while rule-based FM optimization was the best alternative for long term objective function improvement. This hybrid approach helped to improve practicality of applying optimization results into field operational guidelines. Several optimization techniques were tested for the study using both conceptual and full-field Tengiz models, realizing the utility of some techniques that could help in many field control parameters. However, all these optimization techniques required more than 2000 simulation runs to achieve optimal results, which was not practical for the study due to constraints in computational timing. It was observed that limiting control parameters to around 50 helped to achieve optimal results for the objective functions by conducting 500 simulation runs. These limited number of parameters were selected from flow diagnostics and heavy-hitter analyses from the pool of original 800+ control parameters. The novelty of this study includes three folds: 1) The model-based optimization outcome obtained in this study has been implemented in the field operations with observation of increased recovery 2) the hybrid optimization of both schedule and operation rule provided practicality in terms of optimization performance as well as application to the field operation 3) provides lessons learned from the application of optimization techniques ranging from conventional Genetic Algorithm to Machine-Learning supported technique."
10.1109/ICSCSA64454.2024.00033,unknown,"Machine Learning (ML), Deep Learning (DL), Internet of Things (IoT), Artificial Intelligence (AI) and Data Science are integrated to create innovative solutions that are powering industries today like never before. This paper reviews these technologies and how they can work together to transform industries like healthcare, finance, and manufacturing, as well as the immensely important space of smart cities. With ML and DL-driven analytics for predictions, IoT-based real-Time data capture mechanisms, AI making informed decisions along data science generating insights from the data makes organizations efficient in every aspect as well as reliable and innovative. Some example applications are predictive maintenance in manufacturing, personalized medicine in healthcare, algorithmic trading in finance and the development of smart/sustainable urban environments. While these potboilers offer a hopeful advantage, they also come with some hurdles, data privacy/security, integration complexity and the need for high-end technical skills being the topmost. In this manuscript, some case studies of success are highlighted in the belonging field and discuss the challenges for incorporation today along with future directions for seamless integration aimed at promoting even greater innovation."
10.3389/fmats.2021.803875,unknown,"Copyright © 2022 Chiang, Chiu and Chang.The emerging demand for advanced structural and biological materials calls for novel modeling tools that can rapidly yield high-fidelity estimation on materials properties in design cycles. Lattice spring model, a coarse-grained particle spring network, has gained attention in recent years for predicting the mechanical properties and giving insights into the fracture mechanism with high reproducibility and generalizability. However, to simulate the materials in sufficient detail for guaranteed numerical stability and convergence, most of the time a large number of particles are needed, greatly diminishing the potential for high-throughput computation and therewith data generation for machine learning frameworks. Here, we implement CuLSM, a GPU-accelerated compute unified device architecture C++ code realizing parallelism over the spring list instead of the commonly used spatial decomposition, which requires intermittent updates on the particle neighbor list. Along with the image-to-particle conversion tool Img2Particle, our toolkit offers a fast and flexible platform to characterize the elastic and fracture behaviors of materials, expediting the design process between additive manufacturing and computer-aided design. With the growing demand for new lightweight, adaptable, and multi-functional materials and structures, such tailored and optimized modeling platform has profound impacts, enabling faster exploration in design spaces, better quality control for 3D printing by digital twin techniques, and larger data generation pipelines for image-based generative machine learning models."
10.1016/j.jprocont.2022.06.011,unknown,"At the same time, modern industry is facing diversified market demand instead of ultra-large-scale demand, resulting in typical variable conditions, which enhances the nonstationary characteristics of modern industry, and brings great challenges to the monitoring of industrial processes. In this regard, this paper analyzes the complex characteristics of nonstationary industrial operation, reveals the effects on operating condition monitoring, and summarizes the difficulties faced by varying condition monitoring. Furthermore, by reviewing the recent 30 years of development of data-driven methods for industrial process monitoring, we sorted out the evolution of nonstationary monitoring methods, and analyzed the features, advantages and disadvantages of the methods at different stages. In addition, by summarizing the existing related research methods by category, we hope to provide reference for monitoring methods of nonstationary process. Finally, combined with the development trend of industrial artificial intelligence technologies, some promising research directions are given in the field of nonstationary process monitoring."
